Nom base français;Nom attribut français;Nom frontière français;Tags français;Unité français;Sous-localisation géographique français;Incertitude;Total poste non décomposé;Code de la catégorie;Sous catégorie 1;Sous catégorie 2;Sous catégorie 3;Sous catégorie 4
Réseau de chaleur;67, SCHILTIGHEIM, Quartier des Ecrivains;2021;Réseau de chaleur,SCHILTIGHEIM,Quartier des Ecrivains;kgCO2e/kWh;Alsace, SCHILTIGHEIM;30;0,15;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, SCHILTIGHEIM, Réseau de Chaleur Quartier Solaire Schiltigheim;2021;Réseau de chaleur,SCHILTIGHEIM,Réseau de Chaleur Quartier Solaire Schiltigheim;kgCO2e/kWh;Alsace, SCHILTIGHEIM;30;0,032;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, SELESTAT, Sélestat;2021;Réseau de chaleur,Sélestat;kgCO2e/kWh;Alsace, SELESTAT;30;0,055;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, Cité de l'Ill;2021;Réseau de chaleur,STRASBOURG,Cité de l'Ill;kgCO2e/kWh;Alsace, Strasbourg;30;0,101;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, STRASBOURG, Colmar Vosges;2021;Réseau de chaleur,STRASBOURG,Colmar Vosges;kgCO2e/kWh;Alsace, STRASBOURG;30;0,132;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, Eco-quartier Brasserie cronenbourg;2021;Réseau de chaleur,STRASBOURG,Eco-quartier Brasserie cronenbourg;kgCO2e/kWh;Alsace, Strasbourg;30;0,036;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, Elsau;2021;Réseau de chaleur,STRASBOURG,Elsau;kgCO2e/kWh;Alsace, Strasbourg;30;0,124;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, Hautepierre;2021;Réseau de chaleur,STRASBOURG,Hautepierre;kgCO2e/kWh;Alsace, Strasbourg;30;0,261;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, L'Esplanade;2021;Réseau de chaleur,STRASBOURG,L'Esplanade;kgCO2e/kWh;Alsace, Strasbourg;30;0,096;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, STRASBOURG, Réseau de Chaleur ECO2WACKEN;2021;Réseau de chaleur,STRASBOURG,Réseau de Chaleur ECO2WACKEN;kgCO2e/kWh;Alsace, STRASBOURG;30;0,058;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, STRASBOURG, Réseau de Chaleur SPL;2021;Réseau de chaleur,STRASBOURG,Réseau de Chaleur SPL;kgCO2e/kWh;Alsace, STRASBOURG;30;0,455;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, Strasbourg, Réseau de Hochfelden;2021;Réseau de chaleur,STRASBOURG,Réseau de Hochfelden;kgCO2e/kWh;Alsace, Strasbourg;30;0,073;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, STRASBOURG, ZAC ETOILE;2021;Réseau de chaleur,STRASBOURG,ZAC ETOILE;kgCO2e/kWh;Alsace, STRASBOURG;30;0,07;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;67, VILLE, Réseau de Villé-Bassemberg;2021;Réseau de chaleur,Réseau de Villé-Bassemberg,VILLE;kgCO2e/kWh;Alsace, VILLE;30;0,046;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, AMMERZWILLER, Réseau d'Ammerzwiller;2021;Réseau de chaleur,Réseau d'Ammerzwiller,AMMERZWILLER;kgCO2e/kWh;Alsace, AMMERZWILLER;30;0,258;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, Brunstatt-Didenheim, L'Illberg;2021;Réseau de chaleur,L'Illberg,Brunstatt-Didenheim;kgCO2e/kWh;Alsace, Brunstatt-Didenheim;30;0,107;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, CERNAY, Réseau de Cernay;2021;Réseau de chaleur,CERNAY,Réseau de Cernay;kgCO2e/kWh;Alsace, CERNAY;30;0,089;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, Colmar, Réseau de Colmar;2021;Réseau de chaleur,Colmar,Réseau de Colmar;kgCO2e/kWh;Alsace, Colmar;30;0,069;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, FRELAND, Réseau chaufferies bois Freland;2021;Réseau de chaleur,Réseau chaufferies bois Freland,FRELAND;kgCO2e/kWh;Alsace, FRELAND;30;0,072;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, FRIESEN, réseau communal de Friesen;2021;Réseau de chaleur,réseau communal de Friesen,FRIESEN;kgCO2e/kWh;Alsace, FRIESEN;30;0,017;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, Heimersdorf, Réseau d'Heimersdorf;2021;Réseau de chaleur,Réseau d'Heimersdorf,Heimersdorf;kgCO2e/kWh;Alsace, Heimersdorf;30;0,041;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, ILLZACH, Papeteries du Rhin;2021;Réseau de chaleur,Papeteries du Rhin,ILLZACH;kgCO2e/kWh;Alsace, ILLZACH;30;4,00E-03;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, KAYSERSBERG, Réseau de chaleur de Kaysersberg;2021;Réseau de chaleur,Réseau de chaleur de Kaysersberg,KAYSERSBERG;kgCO2e/kWh;Alsace, KAYSERSBERG;30;0,125;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, lapoutroie, DIDIERJEAN responsable des services techniques mai;2021;Réseau de chaleur,lapoutroie,DIDIERJEAN responsable des services techniques mai;kgCO2e/kWh;Alsace, lapoutroie;30;0,026;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, Mulhouse, Porte de Bâle;2021;Réseau de chaleur,Mulhouse,Porte de Bâle;kgCO2e/kWh;Alsace, Mulhouse;30;0,208;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, RIXHEIM, Réseau de chaleur de Rixheim;2021;Réseau de chaleur,Réseau de chaleur de Rixheim,RIXHEIM;kgCO2e/kWh;Alsace, RIXHEIM;30;0,075;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, Saint-Louis, Réseau de la ville de Saint Louis;2021;Réseau de chaleur,Saint-Louis,Réseau de la ville de Saint Louis;kgCO2e/kWh;Alsace, Saint-Louis;30;0,046;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, SAINTE-MARIE-AUX-MINES, Réseau Val d'Argent;2021;Réseau de chaleur,SAINTE-MARIE-AUX-MINES,Réseau Val d'Argent;kgCO2e/kWh;Alsace, SAINTE-MARIE-AUX-MINES;30;0,099;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;68, THANN, Réseau de chaleur de Thann;2021;Réseau de chaleur,THANN,Réseau de chaleur de Thann;kgCO2e/kWh;Alsace, THANN;30;0,017;Réseaux de chaleur / froid ; Alsace;;;
Réseau de chaleur;69, Champagne-au-Mont-d'Or, Quartier La Duchère et Lyon 9e;2021;Réseau de chaleur,Quartier La Duchère et Lyon 9e,Champagne-au-Mont-d'Or;kgCO2e/kWh;Rhône-Alpes, Champagne-au-Mont-d'Or;30;0,111;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Chevigny saint sauveur, Réseau du Breuil;2021;Réseau de chaleur,Réseau du Breuil,Chevigny saint sauveur;kgCO2e/kWh;Rhône-Alpes, Chevigny saint sauveur;30;0,266;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Ecully, HLM Les Sources;2021;Réseau de chaleur,Ecully,HLM Les Sources;kgCO2e/kWh;Rhône-Alpes, Ecully;30;0,244;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Givors, Réseau de Givors;2021;Réseau de chaleur,Givors,Réseau de Givors;kgCO2e/kWh;Rhône-Alpes, Givors;30;0,231;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Gleize, Qartier Belleroche Ouest;2021;Réseau de chaleur,GLEIZE,Qartier Belleroche Ouest;kgCO2e/kWh;Rhône-Alpes, Gleize;30;0,063;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, GLEIZE, Réseau chauffage Centre Hospitalier Villefranche;2021;Réseau de chaleur,GLEIZE,Réseau chauffage Centre Hospitalier Villefranche;kgCO2e/kWh;Rhône-Alpes, GLEIZE;30;0,065;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, LA TOUR-DE-SALVAGNY, Réseau de chaleur de La Tour-de-Salvagny;2021;Réseau de chaleur,Réseau de chaleur de La Tour-de-Salvagny,LA TOUR-DE-SALVAGNY;kgCO2e/kWh;Rhône-Alpes, LA TOUR-DE-SALVAGNY;30;0,106;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Lyon, Quartier Mermoz Sud;2021;Réseau de chaleur,Lyon,Quartier Mermoz Sud;kgCO2e/kWh;Rhône-Alpes, Lyon;30;0,225;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, LYON, Réseau de Lyon;2021;Réseau de chaleur,Lyon,Réseau de Lyon;kgCO2e/kWh;Rhône-Alpes, LYON;30;0,131;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Lyon, ZH Champvert;2021;Réseau de chaleur,Lyon,ZH Champvert;kgCO2e/kWh;Rhône-Alpes, Lyon;30;0,184;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Oullins, Plateau de Montmein;2021;Réseau de chaleur,Oullins,Plateau de Montmein;kgCO2e/kWh;Rhône-Alpes, Oullins;30;0,263;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, RILLIEUX-LA-PAPE, Quartier de la Roue;2021;Réseau de chaleur,Rillieux-la-pape,Quartier de la Roue;kgCO2e/kWh;Rhône-Alpes, RILLIEUX-LA-PAPE;30;0,231;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Rillieux-la-pape, Réseau Plateau Nord;2021;Réseau de chaleur,Rillieux-la-pape,Réseau Plateau Nord;kgCO2e/kWh;Rhône-Alpes, Rillieux-la-pape;30;0,03;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, RILLIEUX-LA-PAPE, Réseau VALORLY de Rillieux la Pape;2021;Réseau de chaleur,Rillieux-la-pape,Réseau VALORLY de Rillieux la Pape;kgCO2e/kWh;Rhône-Alpes, RILLIEUX-LA-PAPE;30;0,258;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, RILLIEUX-LA-PAPE, RILLIEUX-LA-PAPE;2021;Réseau de chaleur,Rillieux-la-pape;kgCO2e/kWh;Rhône-Alpes, RILLIEUX-LA-PAPE;30;0,152;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Sathonay-camp, Réseau de chaleur de Sathonay-camp;2021;Réseau de chaleur,Réseau de chaleur de Sathonay-camp,Sathonay-camp;kgCO2e/kWh;Rhône-Alpes, Sathonay-camp;30;0,072;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Vaulx-en-Velin, V3E - Réseau Grand Ile;2021;Réseau de chaleur,Vaulx-en-Velin,V3E - Réseau Grand Ile;kgCO2e/kWh;Rhône-Alpes, Vaulx-en-Velin;30;0,123;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Venissieux, Vénissieux énergies;2021;Réseau de chaleur,Venissieux,Vénissieux énergies;kgCO2e/kWh;Rhône-Alpes, Venissieux;30;0,144;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Villefranche sur Saone, Réseau Sytraival;2021;Réseau de chaleur,Réseau Sytraival,Villefranche sur Saone;kgCO2e/kWh;Rhône-Alpes, Villefranche sur Saone;30;0,013;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, VILLEFRANCHE-SUR-SAONE, UIOM Villefranche;2021;Réseau de chaleur,VILLEFRANCHE-SUR-SAONE,UIOM Villefranche;kgCO2e/kWh;Rhône-Alpes, VILLEFRANCHE-SUR-SAONE;30;0,012;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, Villeurbanne, Quartier La Perralière;2021;Réseau de chaleur,Villeurbanne,Quartier La Perralière;kgCO2e/kWh;Rhône-Alpes, Villeurbanne;30;0,238;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, YZERON, LE BOURG;2021;Réseau de chaleur,YZERON,LE BOURG;kgCO2e/kWh;Rhône-Alpes, YZERON;30;0,025;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;69, YZERON, LES COMBES;2021;Réseau de chaleur,YZERON,LES COMBES;kgCO2e/kWh;Rhône-Alpes, YZERON;30;0,025;Réseaux de chaleur / froid ; Rhône-Alpes ; 69. Rhône;;
Réseau de chaleur;7, AUBENAS, Réseau d'Aubenas;2021;Réseau de chaleur,AUBENAS,Réseau d'Aubenas;kgCO2e/kWh;Rhône-Alpes, AUBENAS;30;0,052;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, BANNE, Réseau de chaleur de Banne;2021;Réseau de chaleur,Réseau de chaleur de Banne,BANNE;kgCO2e/kWh;Rhône-Alpes, BANNE;30;0,043;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, BURZET, Réseau de chaleur communal de Burzet;2021;Réseau de chaleur,Réseau de chaleur communal de Burzet,BURZET;kgCO2e/kWh;Rhône-Alpes, BURZET;30;0,03;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, CHALENCON, Réseau de la chaufferie bois de Chalencon;2021;Réseau de chaleur,Réseau de la chaufferie bois de Chalencon,CHALENCON;kgCO2e/kWh;Rhône-Alpes, CHALENCON;30;0,019;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, LE CHEYLARD, réseau du cheylard;2021;Réseau de chaleur,LE CHEYLARD,réseau du cheylard;kgCO2e/kWh;Rhône-Alpes, LE CHEYLARD;30;0,045;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, MONTPEZAT-SOUS-BAUZON, Réseau de la chaufferie bois;2021;Réseau de chaleur,MONTPEZAT-SOUS-BAUZON,Réseau de la chaufferie bois;kgCO2e/kWh;Rhône-Alpes, MONTPEZAT-SOUS-BAUZON;30;0,023;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;7, VALGORGE, Chaufferie bois;2021;Réseau de chaleur,VALGORGE,Chaufferie bois;kgCO2e/kWh;Rhône-Alpes, VALGORGE;30;0,035;Réseaux de chaleur / froid ; Rhône-Alpes ; 7. Ardèche;;
Réseau de chaleur;70, BREUREY-LES-FAVERNEY, Réseau de Breurey les Faverney;2021;Réseau de chaleur,Réseau de Breurey les Faverney,BREUREY-LES-FAVERNEY;kgCO2e/kWh;Franche-Comté, BREUREY-LES-FAVERNEY;30;0,234;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, CHAMPEY, Réseau de la chaufferie de CHAMPEY;2021;Réseau de chaleur,CHAMPEY,Réseau de la chaufferie de CHAMPEY;kgCO2e/kWh;Franche-Comté, CHAMPEY;30;0,267;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, DAMPIERRE-SUR-LINOTTE, Réseau de Dampierre sur Linotte;2021;Réseau de chaleur,DAMPIERRE-SUR-LINOTTE,Réseau de Dampierre sur Linotte;kgCO2e/kWh;Franche-Comté, DAMPIERRE-SUR-LINOTTE;30;0,156;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, Gray, Zup des Capucins;2021;Réseau de chaleur,Gray,Zup des Capucins;kgCO2e/kWh;Franche-Comté, Gray;30;0,136;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, GY, Chaufferie de GY;2021;Réseau de chaleur,GY,Chaufferie de GY;kgCO2e/kWh;Franche-Comté, GY;30;0,023;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, HERICOURT, Réseau d'Hericourt - Quartier Maunoury;2021;Réseau de chaleur,HERICOURT,Réseau d'Hericourt - Quartier Maunoury;kgCO2e/kWh;Franche-Comté, HERICOURT;30;0,109;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, MARNAY, Chaufferie de MARNAY;2021;Réseau de chaleur,MARNAY,Chaufferie de MARNAY;kgCO2e/kWh;Franche-Comté, MARNAY;30;0,078;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, PLANCHER-BAS, Réseau de Plancher-bas;2021;Réseau de chaleur,PLANCHER-BAS,Réseau de Plancher-bas;kgCO2e/kWh;Franche-Comté, PLANCHER-BAS;30;0,287;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, Saulnot, Réseau de Saulnot;2021;Réseau de chaleur,Saulnot,Réseau de Saulnot;kgCO2e/kWh;Franche-Comté, Saulnot;30;0,063;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;70, SCEY-SUR-SAONE-ET-SAINT-ALBIN, Chaufferie de SCEY/SAONE;2021;Réseau de chaleur,SCEY-SUR-SAONE-ET-SAINT-ALBIN,Chaufferie de SCEY/SAONE;kgCO2e/kWh;Franche-Comté, SCEY-SUR-SAONE-ET-SAINT-ALBIN;30;0,066;Réseaux de chaleur / froid ; Franche-Comté;;;
Réseau de chaleur;71, ANOST, Réseau d'Anost;2021;Réseau de chaleur,ANOST,Réseau d'Anost;kgCO2e/kWh;Bourgogne, ANOST;30;0,262;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, Autun, Réseau d'Autun;2021;Réseau de chaleur,Autun,Réseau d'Autun;kgCO2e/kWh;Bourgogne, Autun;30;0,139;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, Chalon-sur-Saone, Réseau de Chalon;2021;Réseau de chaleur,Chalon-sur-Saone,Réseau de Chalon;kgCO2e/kWh;Bourgogne, Chalon-sur-Saone;30;0,147;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, MÂCON, MÂCON;2021;Réseau de chaleur,MÂCON;kgCO2e/kWh;Bourgogne, MÂCON;30;0,163;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, MATOUR, Réseau de Matour;2021;Réseau de chaleur,Réseau de Matour,MATOUR;kgCO2e/kWh;Bourgogne, MATOUR;30;0,054;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, Montceau-les-Mines, Réseau de Montceau les mines;2021;Réseau de chaleur,Montceau-les-Mines,Réseau de Montceau les mines;kgCO2e/kWh;Bourgogne, Montceau-les-Mines;30;0,146;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, SAINT GENGOUX DE SCISSE, RESEAU DE CHALEUR DES BATIMENTS COMMUNAUX;2021;Réseau de chaleur,RESEAU DE CHALEUR DES BATIMENTS COMMUNAUX,SAINT GENGOUX DE SCISSE;kgCO2e/kWh;Bourgogne, SAINT GENGOUX DE SCISSE;30;0,065;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;71, TRAMAYES, Réseau de chaleur de Tramayes;2021;Réseau de chaleur,Réseau de chaleur de Tramayes,TRAMAYES;kgCO2e/kWh;Bourgogne, TRAMAYES;30;0,039;Réseaux de chaleur / froid ; Bourgogne;;;
Réseau de chaleur;72, ALLONNES, SYNER'GIE ALLONNES- BDH;2021;Réseau de chaleur,SYNER'GIE ALLONNES- BDH,ALLONNES;kgCO2e/kWh;Pays-de-la-Loire, ALLONNES;30;0,021;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;72, Coulaines, Bellevue;2021;Réseau de chaleur,Bellevue,Coulaines;kgCO2e/kWh;Pays-de-la-Loire, Coulaines;30;0,293;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;72, LE MANS, Percée Centrale;2021;Réseau de chaleur,LE MANS,Percée Centrale;kgCO2e/kWh;Pays-de-la-Loire, LE MANS;30;0,266;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;72, TUFFE, Réseau de la commune de Tuffe;2021;Réseau de chaleur,Réseau de la commune de Tuffe,TUFFE;kgCO2e/kWh;Pays-de-la-Loire, TUFFE;30;0,017;Réseaux de chaleur / froid ; Pays de la Loire;;;
Réseau de chaleur;73, AIX-LES-BAINS, AIX ENERGIES NOUVELLES;2021;Réseau de chaleur,AIX ENERGIES NOUVELLES,AIX-LES-BAINS;kgCO2e/kWh;Rhône-Alpes, AIX-LES-BAINS;30;0,082;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, albertville, Réseau d'Albertville;2021;Réseau de chaleur,Réseau d'Albertville,albertville;kgCO2e/kWh;Rhône-Alpes, albertville;30;0,099;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, BEAUFORT, Réseau de Beaufort;2021;Réseau de chaleur,BEAUFORT,Réseau de Beaufort;kgCO2e/kWh;Rhône-Alpes, BEAUFORT;30;0,039;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, BOURG-SAINT-MAURICE, Les Arcs;2021;Réseau de chaleur,Les Arcs,BOURG-SAINT-MAURICE;kgCO2e/kWh;Rhône-Alpes, BOURG-SAINT-MAURICE;30;0,069;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, Chambery, Bissy et Croix Rouge;2021;Réseau de chaleur,Chambery,Bissy et Croix Rouge;kgCO2e/kWh;Rhône-Alpes, Chambery;30;0,113;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, CHANAZ, Ecole;2021;Réseau de chaleur,Ecole,CHANAZ;kgCO2e/kWh;Rhône-Alpes, CHANAZ;30;0,285;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, CHANAZ, Ilots;2021;Réseau de chaleur,CHANAZ,Ilots;kgCO2e/kWh;Rhône-Alpes, CHANAZ;30;0,267;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, Gilly-sur-Isere, Gilly-sur-Isère;2021;Réseau de chaleur,Gilly-sur-Isère;kgCO2e/kWh;Rhône-Alpes, Gilly-sur-Isere;30;0,049;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, LA BAUCHE, La Bauche;2021;Réseau de chaleur,La Bauche;kgCO2e/kWh;Rhône-Alpes, LA BAUCHE;30;0,035;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, MACOT-LA-PLAGNE, La Plagne;2021;Réseau de chaleur,La Plagne,MACOT-LA-PLAGNE;kgCO2e/kWh;Rhône-Alpes, MACOT-LA-PLAGNE;30;0,095;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, Notre-Dame-des-Millieres, Réseau de Notre Dame des Millières;2021;Réseau de chaleur,Notre-Dame-des-Millieres,Réseau de Notre Dame des Millières;kgCO2e/kWh;Rhône-Alpes, Notre-Dame-des-Millieres;30;0,269;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, Saint-Etienne-de-Cuines, Réseau de Saint Etienne de Cuines;2021;Réseau de chaleur,Réseau de Saint Etienne de Cuines,Saint-Etienne-de-Cuines;kgCO2e/kWh;Rhône-Alpes, Saint-Etienne-de-Cuines;30;0,026;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, SAINT-JEAN-D'ARVEY, Réseau de St Jean d'Arvey;2021;Réseau de chaleur,Réseau de St Jean d'Arvey,SAINT-JEAN-D'ARVEY;kgCO2e/kWh;Rhône-Alpes, SAINT-JEAN-D'ARVEY;30;0,039;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, UGINE, Réseau d'Ugine;2021;Réseau de chaleur,Réseau d'Ugine,UGINE;kgCO2e/kWh;Rhône-Alpes, UGINE;30;0,156;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;73, Yenne, Yenne;2021;Réseau de chaleur,Yenne;kgCO2e/kWh;Rhône-Alpes, Yenne;30;0,034;Réseaux de chaleur / froid ; Rhône-Alpes ; 73. Savoie;;
Réseau de chaleur;74, ANNECY, Annecy Bio chaleur;2021;Réseau de chaleur,ANNECY,Annecy Bio chaleur;kgCO2e/kWh;Rhône-Alpes, ANNECY;30;0,055;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, ANNEMASSE, BOIS ENERGIES ANNEMASSE;2021;Réseau de chaleur,ANNEMASSE,BOIS ENERGIES ANNEMASSE;kgCO2e/kWh;Rhône-Alpes, ANNEMASSE;30;0,066;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, ARACHES-LA-FRASSE, Flaine Energie;2021;Réseau de chaleur,Flaine Energie,ARACHES-LA-FRASSE;kgCO2e/kWh;Rhône-Alpes, ARACHES-LA-FRASSE;30;0,276;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, Clarafond-Arcine, Réseau de Clarafond La Presle;2021;Réseau de chaleur,Clarafond-Arcine,Réseau de Clarafond La Presle;kgCO2e/kWh;Rhône-Alpes, Clarafond-Arcine;30;0,139;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, Cluses, Cluses énergies;2021;Réseau de chaleur,Cluses,Cluses énergies;kgCO2e/kWh;Rhône-Alpes, Cluses;30;0,257;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, Commune de Cusy, Réseau de chaleur du Centre Bourg de Cusy;2021;Réseau de chaleur,Réseau de chaleur du Centre Bourg de Cusy,Commune de Cusy;kgCO2e/kWh;Rhône-Alpes, Commune de Cusy;30;0,054;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, CRAN-GEVRIER, Cran Gevrier - Les Passerelles;2021;Réseau de chaleur,Cran Gevrier - Les Passerelles,CRAN-GEVRIER;kgCO2e/kWh;Rhône-Alpes, CRAN-GEVRIER;30;0,085;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
Réseau de chaleur;74, Faverges, Faverges énergie;2021;Réseau de chaleur,Faverges,Faverges énergie;kgCO2e/kWh;Rhône-Alpes, Faverges;30;0,04;Réseaux de chaleur / froid ; Rhône-Alpes ; 74. Haute-Savoie;;
